sggCd,gu,contract_month,avg_sale_price,med_sale_price,avg_sale_price_per_m2,med_sale_price_per_m2,sale_count,avg_jeonse_deposit,med_jeonse_deposit,avg_jeonse_deposit_per_m2,med_jeonse_deposit_per_m2,jeonse_count,total_rent_count,monthly_count,monthly_ratio,jeonse_rate,gap_rate,sale_growth_1m,jeonse_growth_1m,growth_gap_1m,sale_volume_growth_1m,rent_volume_growth_1m
11110,종로구,2024-07,121457.33333333333,107750.0,1478.3169587262778,1323.8210837641254,60,63923.590361445786,57000.0,859.5098041072547,800.6672226855712,83,154,71,0.461038961038961,0.5814110424924104,0.4185889575075896,-0.048214708119216354,0.040564835125210585,-0.08877954324442694,-0.0625,0.06944444444444442
11110,종로구,2024-08,91526.25,89725.0,1248.8599245960957,1185.377837779401,40,72650.0,69458.0,886.3546492991026,824.3052284503061,69,134,65,0.48507462686567165,0.7097310369581808,0.29026896304181915,-0.155215045579862,0.03123273878153232,-0.1864477843613943,-0.33333333333333337,-0.1298701298701299
11110,종로구,2024-09,124096.66666666667,123500.0,1244.6932422069824,1073.223814586859,30,72184.875,64000.0,833.7660866868114,776.3244813798729,48,116,68,0.5862068965517241,0.6698566830879948,0.33014331691200516,-0.003336388899228049,-0.05933128759901729,0.05599489869978924,-0.25,-0.13432835820895528
11110,종로구,2024-10,121830.0,124950.0,1356.7602374566552,1324.452552344963,38,68397.04918032787,70000.0,843.8837574865203,765.175790308872,61,139,78,0.5611510791366906,0.6219844407206694,0.3780155592793306,0.09003583489452005,0.012134903255557106,0.07790093163896294,0.2666666666666666,0.19827586206896552
11110,종로구,2024-11,121327.17948717948,97490.0,1501.931157481416,1414.141414141414,39,70556.57971014493,70000.0,869.9291998326436,830.932531839554,69,156,87,0.5576923076923077,0.5792071064638045,0.42079289353619553,0.10699821237162288,0.030863779655741608,0.07613443271588127,0.026315789473684292,0.1223021582733812
11110,종로구,2024-12,93394.44444444444,89950.0,1179.9781845678742,1075.1201825372327,18,73770.6380952381,73000.0,882.9038351422365,834.4459279038718,105,224,119,0.53125,0.7482374222584202,0.25176257774157984,-0.2143593408458373,0.014914587660799228,-0.22927392850663653,-0.5384615384615384,0.4358974358974359
11110,종로구,2025-01,115193.07692307692,115000.0,1457.3663265337648,1355.2051662777817,26,67000.875,54500.0,868.7126624314972,792.119065966082,80,174,94,0.5402298850574713,0.5960839403347985,0.4039160596652015,0.23507904264134694,-0.016073293767551844,0.2511523364088988,0.4444444444444444,-0.2232142857142857
11110,종로구,2025-02,129870.33898305085,135000.0,1708.328838423303,1530.4992934526613,59,72242.73,69500.0,948.7621673945793,835.5710220687827,100,234,134,0.5726495726495726,0.5553744373186584,0.44462556268134157,0.1722027655781191,0.09214727541673695,0.08005549016138214,1.2692307692307692,0.3448275862068966
11110,종로구,2025-03,136651.77777777778,123250.0,1764.1417156160937,1536.272696740437,90,69226.11111111111,66075.0,856.9758677064922,800.7536504945831,90,185,95,0.5135135135135135,0.4857749579416352,0.5142250420583647,0.03267103846605024,-0.0967432122005284,0.12941425066657863,0.5254237288135593,-0.20940170940170943
11110,종로구,2025-04,99236.74418604652,86000.0,1364.0533885726447,1224.2812644941953,43,66406.45,63500.0,860.4825798556521,800.6184657090834,80,161,81,0.5031055900621118,0.6308276399328235,0.36917236006717646,-0.2267892219212817,0.004091961374063979,-0.23088118329534568,-0.5222222222222221,-0.12972972972972974
11110,종로구,2025-05,135207.868852459,125500.0,1553.8956221515932,1433.6326934168246,61,72859.22619047618,68500.0,930.2326178695845,881.9049049267718,84,169,85,0.5029585798816568,0.5986454975537823,0.40135450244621773,0.13917507567471432,0.08105920985132897,0.05811586582338535,0.4186046511627908,0.049689440993788914
11110,종로구,2025-06,133290.3738317757,129000.0,1598.084407902241,1396.1634695579648,107,69896.19791666667,65575.0,971.9822969296191,883.9230084557187,96,195,99,0.5076923076923077,0.6082171205246362,0.39178287947536383,0.028437422128432255,0.044880902107743426,-0.01644347997931117,0.7540983606557377,0.15384615384615374
11110,종로구,2025-07,115357.75,84100.0,1436.9347001824985,1184.4475720760977,40,73336.58024691358,66000.0,921.6443649667174,833.3333333333334,81,197,116,0.5888324873096447,0.6413961364073563,0.35860386359264373,-0.10083929667474767,-0.051788939080386065,-0.049050357594361604,-0.6261682242990654,0.01025641025641022
11110,종로구,2025-08,94112.09302325582,88000.0,1319.6715993250034,1348.6352681173921,43,73858.44827586207,76500.0,923.9284314735789,831.057025600036,58,187,129,0.6898395721925134,0.7001199631379182,0.29988003686208176,-0.08160642292416076,0.00247825147495373,-0.08408467439911449,0.07499999999999996,-0.050761421319796995
